wire_number,mu_A,mu_B,n_A,n_B
228,5.748722314834595,5.479613304138184,8,8
229,5.609999895095825,5.543574810028076,8,8
230,5.612808465957642,5.53657603263855,8,8
231,5.729903936386108,5.48494815826416,8,8
232,5.714784622192383,5.576977491378784,8,8
233,5.75239896774292,5.505326986312866,8,8
234,5.616050481796265,5.514999866485596,8,8
235,5.599297523498535,5.442784547805786,8,8
236,5.562355041503906,5.522433280944824,8,8
237,5.644017219543457,5.531741619110107,8,8
238,5.575093030929565,5.524944543838501,8,8
239,5.4952757358551025,5.411590814590454,8,8
240,5.755657911300659,5.47507643699646,8,8
241,5.619841814041138,5.583932876586914,8,8
242,5.652154207229614,5.49355149269104,8,8
243,5.7144551277160645,5.574250221252441,8,8
244,5.625254154205322,5.544077634811401,8,8
245,5.713742256164551,5.621026515960693,8,8
246,5.692659378051758,5.597915410995483,8,8
247,5.692831754684448,5.490380048751831,8,8
248,5.5916454792022705,5.515000104904175,8,8
249,5.491390943527222,5.646838903427124,8,8
250,5.554896831512451,5.497480392456055,8,8
251,5.553393363952637,5.541750907897949,8,8
